Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Delete Session,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/IBM/ibm-spectrum-scale-install-infra/blob/master/roles/scale_fileauditlogging/node/tasks/install_local_pkg.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,install | Stat local installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Check local installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, install | Stat checksum file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Read checksum from file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Compare checksums,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Stat extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Stat temporary directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Check temporary directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Copy installation package to node,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Extract installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Stat extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Check extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Delete installation package from node,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Find gpfs.librdkafka (gpfs.librdkafka) package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Check valid GPFS (gpfs.librdkafka) package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install | Add GPFS file audit logging packages to list,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/contiv/ansible/blob/master/roles/bind/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install bind (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install bind (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start/enable bind (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start/enable bind (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,rewrite resolv.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/contiv/ansible/blob/master/roles/docker/tasks/cleanup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,remove all containers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,remove all images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,stop docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,stop docker tcp socket,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cleanup iptables for docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/influxdb/tasks/loadbalancer.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Configure loadbalancer for {{ project_name }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/azure/tasks/teardownVM.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Teardown Azure VM""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ReinerNippes/nextcloud/blob/master/roles/prep_letsencrypt/tasks/Amazon.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,remove python-requests,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install needed pip packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,letsencrypt renewal cronjob,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,re-install cloud-init,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/aws/tasks/provision_aws_ec2.yml,,,0,0,0,0,0,1,0,0,0,0,#,#,#,#
,,"""Set default res_grp_vars when not defined""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Instance Tags,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Provisioning AWS_EC2 Resource when not async""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Async:: Provisioning AWS_EC2 Resource""",#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,"""Async:: Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Add type to resource""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Async:: Add type to resource""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ArdanaCLM/cobbler-ansible/blob/master/roles/cobbler/tasks/get-rhel-loader.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,cobbler | get-rhel-loader | Set vars dependent on target OS,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Install rpm2cpio for debian host,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Mount iso on deployer,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Create tmp dir on deployer,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Define deployer tmp dir fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Extract shim/grub on deployer,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Unmount iso on deployer,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Execute rpm2cpio,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Move loader into cobbler,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Move shim into cobbler,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | root owns the loader,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | root owns the shim,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Cleanup deployer tmp dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/prometheus/tasks/upgrade.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Flush handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/nexcess/ansible-playbook-cloudhost/blob/master/playbooks/tasks/install-app-magento-2.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check if Magento2 already installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Magento2,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set up Magento2 log rotation,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set Magento2 Cache Storage to Redis,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Cloudbox/Cloudbox/blob/master/roles/kernel/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set default 'reboot_is_necessary' variable,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Preinstall task,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Hetzner Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Cron Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Mainline Kernel Script Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Header Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Restart Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Checks Tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/grafana/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,ensure correct OS,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install packages.grafana.com GPG key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install packages.grafana.com PPA,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install grafana,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,configure grafana,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,enable grafana,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,stop grafana,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,restart grafana,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/vmware/ansible-module-vcloud-director/blob/master/roles/org/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,create org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create org output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update org output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,read org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,read org output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add rights to org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add rights output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,list rights of org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add rights output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,list roles,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,list roles output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,list vdcs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,list vdcs output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,delete org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,delete org output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/arillso/ansible.users/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,add OS specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add host users,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add group users,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,include distribution tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/azure/tasks/provision_resource_group.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Unset the authvar from previous run""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Set cred profile""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Get creds from auth driver""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Set auth_var""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""provisioning resource definitions of current group""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openmrs/openmrs-contrib-itsmresources/blob/master/ansible/custom_roles/mysql/tasks/setup-Debian.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,, Check if MySQL is already installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update apt cache if MySQL is not yet installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Determine required MySQL Python libraries.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure MySQL Python libraries are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Ensure MySQL packages are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure MySQL is stopped after initial install.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete innodb log files created by apt package after initial install.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Copy datadir to new directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable apparmor for mysqld only,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/theopenlab/openlab-zuul-jobs/blob/master/roles/export-kind-gcp-account/tasks/main.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set google account key file path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save google account key file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/dresden-weekly/ansible-network-interfaces/blob/master/tasks/all_interfaces.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#
,,create directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_run_cephadm/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,set cephadm playbook,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the log path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the cephadm playbook command,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, rotate cephadm_command.log,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,save cephadm playbook command to shell script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Notify user about upcoming cephadm execution(s)""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,run cephadm playbook,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,search triple_run_cephadm_output of cephadm run(s) non-zero return codes,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,print cephadm triple_run_cephadm_output in case of failure,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/OXID-eSales/oxvm_base/blob/master/ansible/roles/java/tasks/install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install java packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Download libjpeg required for java 7,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install libjpeg,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Download java 7,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install java 7,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set java alternative,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Cloudbox/Cloudbox/blob/master/roles/portainer/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Set DNS Record on CloudFlare""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Stop and remove any existing container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create portainer directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create and start container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/playbooks/restart_unbound.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,find instances,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/andrewrothstein/ansible-unarchive-deps/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,resolve platform specific vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install unarchive module pkgs...,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, install OS packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install PowerShell module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/coopdevs/timeoverflow-provisioning/blob/master/roles/webserver/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create systemd unit for timeoverflow unicorn,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Reload systemd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create crontab entries for scheduled job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CenterForOpenScience/cos-ansible-base/blob/master/roles/docker-dor/tasks/server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure docker dor server directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker dor server configuration settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart docker dor server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run docker dor server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/stackhpc/ansible-role-libvirt-vm/blob/master/tasks/volumes.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure remote images are downloaded,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure local images are copied,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Ensure the VM disk volumes exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Ensure the VM network volumes exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/oravirt/ansible-oracle/blob/master/roles/orahost/tasks/main.yml,,,0,1,0,1,0,0,0,0,0,0,#,#,#,#
,,Check for correct OS family & min version,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install packages required by Oracle on OL/RHEL version 6 and 7,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install custom packages required by Oracle on SLES (oracle_packages_sles),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install default packages required by Oracle on SLES (version dependant),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install packages required by Oracle for ASMlib on OL/RHEL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install packages required by Oracle for ASMlib on SLES,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if firewall is installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable firewall,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable selinux (permanently),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable selinux (runtime),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Timezone,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check dns for host,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add host to /etc/hosts if needed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,User | Add group(s),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,User | Add Oracle user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,User | Add Grid user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,User | Add Oracle user to sudoers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,User | Add Grid user to sudoers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Generate SSH keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Add ssh-keys & authorized_keys to oracle user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Add ssh-keys & authorized_keys to grid user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Add short name to known_hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Add FQDN to known_hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Add IPv4 to known_hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, ssh-keys | Copy known_hosts to oracle user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Copy known_hosts to grid user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssh-keys | Remove generated keys from control machine,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | Create directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | Create partition and pv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | Create vg,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | create lv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | create fs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesytem | mount dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesytem | add swap to fstab,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | Change permission on directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,filesystem | Create directory for oraInventory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Oracle-recommended kernel settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Oracle hugepages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Flush Buffer Cache,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Oracle-recommended PAM config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Oracle-recommended security limits,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Oracle-recommended security limits on SLES,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Execute Distribution tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Network | Configure NOZEROCONF,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Network | Setup ip-address for RAC Interconnect,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Network | Bring up eth1,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create rsp stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,udev | Create udev stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Asmlib | Add configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Asmlib | Add configuration (link),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Asmlib | Enable and start Oracle Asmlib,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Asmlib | Restart Asmlib,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/coopdevs/timeoverflow-provisioning/blob/master/roles/common/tasks/groups.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create 'timeoverflow' group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ebbba-org/ansible-role-bigbluebutton/blob/master/tasks/bbb-html5.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure cluster proxy in meteor,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write custom meteor config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Enable sipjsHackViaWs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable sipjsHackViaWs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set loadbalancer.nginx for the cluster proxy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set bbb-html5.nginx for the cluster proxy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Increase max-old-space-size in frontends,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set amount of html5 back- and frontends,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup html5-frontend nginx connections,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/kubernetes-sigs/kubespray/blob/master/roles/etcd/tasks/install_docker.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get currently-deployed etcd version,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get currently-deployed etcd-events version,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart etcd if necessary,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart etcd-events if necessary,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install etcd launch script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install etcd-events launch script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/fusor/catasb/blob/master/ansible/roles/ssl_setup/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure SSL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible/blob/master/kolla-ansible/ansible/roles/bifrost/tasks/deploy-servers.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Enrolling physical servers with ironic,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy physical servers with ironic,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/redhat-openstack/ansible-nfv/blob/master/roles/configuration/switches_config/tasks/main.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#
,,Load switch configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create VLANs list,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Include {{ ansible_network_os }} tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openfoodfoundation/ofn-install/blob/master/playbooks/db_backup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Backup database to local machine,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_ironic/blob/master/tasks/ironic_inspector_post_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Default pxelinux.0 config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy Inspector iPXE Configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Download IPA Images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure nginx when inspector boot mode is http,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/systemd/tasks/tmpfiles_configs.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Tmpfiles Configs > Exclusive,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Tmpfiles Configs > Templates present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Tmpfiles Configs > Files absent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/pagure/fedmsg/tasks/main.yml,,,0,0,0,1,0,0,1,0,0,0,#,#,#,#
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create a /var/run/fedmsg dir with setgid for monitoring.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup /etc/fedmsg.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup basic /etc/fedmsg.d/ contents,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove unwanted files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup /etc/pki/fedmsg directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install fedmsg ca.cert,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fedmsg certs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fedmsg keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure a directory exists for our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy over our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/cjeanner/tripleo-lab/blob/master/roles/podman/tasks/run_container.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""is {{ct_name}} already created""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""create {{ct_name}} if needed""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""create {{ct_name}} systemd unit""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""enable {{ct_name}} container unit""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/nexcess/ansible-playbook-cloudhost/blob/master/playbooks/tasks/import-dev.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Make a New MySQL User Password,#,#,#,#,#,#,#,#,#,#,#,#,0,0
